Incident_ID,Media_Attention,Date,School,City,State,City_Lat,City_Lon,School_Level,Targets
19701005MIPOD,,1970-10-05,Pontiac Central High School,Detroit,MI,42.3315509,-83.0466403,High,Victims Targeted
20051011MIFAF,,2005-10-11,Farmington High School,Farmington,MI,42.4644795,-83.3763219,High,Neither
20210909MITRF,Local,2021-09-09,Tri-County Education Center,Ferndale,MI,42.4605917,-83.1346478,12-Jun,Neither
20000229MIBUF,National,2000-02-29,Buell Elementary School,Flint,MI,43.0161693,-83.6900211,Elementary,Victims Targeted
20180505MIFOF,,2018-05-05,Fowlerville High School,Fowlerville,MI,42.6605894,-84.0730142,High,Neither
20210208MISCG,Local,2021-02-08,School Bus,Grand Rapids,MI,42.9632425,-85.6678639,,Victims Targeted
20180830MIOTG,Local,2018-08-30,Ottawa Hills High School,Grand Rapids,MI,42.9632425,-85.6678639,High,Victims Targeted
19831108MIHIH,,1983-11-08,Highland Park High School,Highland Park,MI,42.4055981,-83.0965829,High,Victims Targeted
20200117MITHH,,2020-01-17,Three Fires Elementary School,Howell,MI,42.4055981,-83.0965829,Elementary,Neither
20220426MIASI,Local,2022-04-26,Aspen Ridge School,Ishpeming Township,MI,46.623266,-87.6767541,K-8,Victims Targeted
20180419MIJAJ,,2018-04-19,Jackson High School,Jackson,MI,42.2416466,-84.425589,High,Neither
20211012MIELK,Local,2021-10-12,El Sol Academy,Kalamazoo,MI,42.291707,-85.5872286,Elementary,Victims Targeted
20220519MIEAK,National,2022-05-19,East Kentwood High School,Kentwood,MI,42.8694731,-85.6447492,High,Both
20220303MIJWL,Local,2022-03-03,JW Sexton High School,Lansing,MI,42.7337712,-84.5553805,High,Victims Targeted
20171103MIPAL,Regional,2017-11-03,Pattengill Academy,Lansing,MI,42.7337712,-84.5553805,Middle,Neither
19780222MIEVL,,1978-02-22,Everett High School,Lansing,MI,42.7337712,-84.5553805,High,Victims Targeted
20070307MIHEM,,2007-03-07,Herbert Henry Dow High School,Midland,MI,43.6155825,-84.2472117,High,Victims Targeted
20160209MIMUM,Local,2016-02-09,Muskegon Heights High School,Muskegon Heights,MI,43.201126,-86.238946,High,Both
20211130MIOXO,International,2021-11-30,Oxford High School,Oxford,MI,42.8247524,-83.2646624,High,Both
20181121MIPEP,,2018-11-21,Pentwater Public School,Pentwater,MI,43.7817341,-86.4331053,K-8,Neither
19721127MIPOP,,1972-11-27,Pontiac Central High School,Pontiac,MI,42.6389216,-83.2910468,High,Victims Targeted
20140220MIRAR,Local,2014-02-20,Raytown Success Academy,Raytown,MI,42.965749,-85.34258,High,Victims Targeted
19980225MIRER,,1998-02-25,Reed City High School,Reed City,MI,43.875017,-85.51005,High,Victims Targeted
20051020MISAS,,2005-10-20,Saginaw High School,Saginaw,MI,43.4200387,-83.9490365,High,Victims Targeted
19710527MIBES,,1971-05-27,Benton Harbor High School,Saint Joseph,MI,41.9031963,-85.5356726,High,Victims Targeted
20011026MIBES,,2001-10-26,Benito Juarez Academy,Siginaw,MI,43.4200387,-83.9490365,High,Random Shooting
20220413MISHS,Local,2022-04-13,Shelters Elementary School,Southgate,MI,42.2037103,-83.2067556,Elementary,Victims Targeted
20130321MIDAS,Regional,2013-03-21,Davidson Middle School,Southgate,MI,42.2037103,-83.2067556,Middle,Victims Targeted
20141217MIGOW,,2014-12-17,Godfrey Lee High School,Wyoming,MI,42.9132581,-85.7057035,High,Victims Targeted
20210908MNPRB,Local,2021-09-09,Prairie Seeds Academy,Brooklyn Park,MN,45.1004807,-93.3443585,High,Both
20190918MNFOC,Regional,2019-10-18,Fond Du Lac Ojibwe High School,Cloquet,MN,46.7217279,-92.4613669,High,Victims Targeted
20030924MNROC,,2003-09-24,Rocori High School,Cold Spring,MN,45.4557973,-94.4288849,High,Victims Targeted
20081205MNSHF,,2008-12-05,Shattuck St. Mary's Prep School,Faribault,MN,43.6647961,-93.9510501,Other,Victims Targeted
20180205MNHAM,,2018-02-05,Harmony Learning Center,Maplewood,MN,45.0082216,-93.0456985,Elementary,Neither
20170218MNMAM,Local,2017-02-18,Maplewood Middle School,Maplewood,MN,45.0082216,-93.0456985,Middle,Victims Targeted
19930208MNMIM,,1993-02-08,Middle River Middle School,Middle River,MN,48.4343071,-96.1640721,Middle,Victims Targeted
20220209MNMIM,National,2022-02-09,Minneapolis School Bus,Minneapolis,MN,44.9772995,-93.2654692,Elementary,Both
20210214MNROM,Local,2021-02-14,Roosevelt High School,Minneapolis,MN,44.9772995,-93.2654692,High,Victims Targeted
20190205MNMIM,,2019-02-05,Minneapolis School District Bus,Minneapolis,MN,44.9772995,-93.2654692,,Victims Targeted
19731024MNCEM,,1973-10-24,Central High School,Minneapolis,MN,44.9772995,-93.2654692,High,Both
19710928MNCEM,,1971-09-28,Central High School,Minneapolis,MN,44.9772995,-93.2654692,High,Victims Targeted
20210426MNPLP,National,2021-04-26,Plymouth Middle School,Plymouth,MN,45.0065149,-93.46651,Middle,Random Shooting
20050321MNRER,,2005-03-21,Red Lake Senior High School,Red Lake,MN,47.8605178,-96.0988343,High,Random Shooting
20220201MNSOR,National,2022-02-01,South Education Center,Richfield,MN,44.8766431,-93.2877877,K-12,Both
20150126MNHAR,Local,2015-01-26,Hand in Hand Montessori,Roseville,MN,45.0060767,-93.1566107,Other,Neither
20201012MNSHS,Local,2020-10-12,Shakopee High School,Shakopee,MN,44.7980186,-93.5268986,High,Neither
20210501MNBES,Local,2021-05-01,Benjamin E Mays School,St. Paul,MN,44.9497487,-93.0931028,Elementary,Victims Targeted
20161117MNCRS,,2016-11-17,Crossroads Elementary School,St. Paul,MN,44.9497487,-93.0931028,Elementary,Neither
20160725MOAVA,,2016-07-25,Ava High School,Ava,MO,36.9519236,-92.6600096,High,Victims Targeted
19830120MOPAB,,1983-01-20,Parkway South Middle School,Baldwin,MO,38.9760794,-92.3467298,Middle,Victims Targeted
20140623MOKEB,,2014-06-23,Kelly High School,Benton,MO,38.2930723,-93.3036786,High,Random Shooting
19940301MOKEB,,1994-03-01,Kemper Military School and College,Boonville,MO,38.9751547,-92.7440277,Other,Both
20180305MOKIC,,2018-03-05,Kingston High School,Cadet,MO,37.9875505,-90.6884628,K-12,Victims Targeted
20060913MOWEC,,2006-09-13,Westminster Christian Academy,Creve Coeur,MO,38.6613007,-90.4423653,High,Victims Targeted
19870302MODED,,1987-03-02,Dekalb High School,De Kalb,MO,39.5869398,-94.9252426,High,Neither
20200212MOJOF,Local,2020-02-12,Johnson-Wabash Elementary School,Ferguson,MO,38.744707,-90.3038975,Elementary,Victims Targeted
20220424MOHAF,Local,2022-04-24,Hazelwood Central High School,Florissant,MO,38.7919683,-90.3227803,High,Victims Targeted
20210612MOMCF,Local,2021-06-12,McCluer North High School,Florissant,MO,38.7919683,-90.3227803,High,Victims Targeted
20210914MOMCH,Local,2021-09-14,McNair Elementary School,Hazelwood,MO,38.7761446,-90.3715909,Elementary,Victims Targeted
20061009MOMEJ,,2006-10-09,Memorial Middle School,Joplin,MO,37.0841838,-94.5133385,Middle,Neither
20190212MOCEK,Local,2019-02-12,Central Academy of Excellence,Kansas City,MO,39.100105,-94.5781416,High,Victims Targeted
20181214MOWIK,,2018-12-14,Winnetonka High School,Kansas City,MO,39.100105,-94.5781416,High,Neither
20170929MOLEL,,2017-09-29,Lees Summit North High School,Lees Summit,MO,38.9125218,-94.3799126,High,Victims Targeted
20021107MOSTL,,2002-11-07,St. James Catholic School,Liberty,MO,39.246479,-94.419079,K-8,Victims Targeted
20180412MORAR,,2018-04-12,Rayton South Middle School,Rayton,MO,39.064758,-94.50094,Middle,Victims Targeted
19860429MOSES,,1986-04-29,Senath-Hornersville High School,Senath,MO,36.1342336,-90.1598183,High,Victims Targeted
20210326MOCAS,Local,2021-03-26,Castlio Elementary School,St Charles,MO,38.7877791,-90.6747372,Elementary,Victims Targeted
20191228MOMAS,,2019-12-28,Mason-Clark Middle School,St. Louis,MO,38.6280278,-90.1910154,Middle,Victims Targeted
20190823MOROS,,2019-08-23,Roosevelt High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
20190118MOHAS,,2019-01-18,Hazelwood East High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
20161209MOBAS,,2016-12-09,Bayless High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19961014MOSUS,,1996-10-14,Sumner High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19960229MOBES,,1996-02-29,Beaumont High School (bus),St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19930325MOSUS,,1993-03-25,Sumner High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19841207MOEDS,,1984-12-07,Edwardsville High School,St. Louis,MO,38.6280278,-90.1910154,High,Random Shooting
19830421MOBES,,1983-04-21,Beaumont High School,St. Louis,MO,38.6280278,-90.1910154,High,Random Shooting
19791221MOBLS,,1979-12-21,Blewett Middle School,St. Louis,MO,38.6280278,-90.1910154,Middle,Victims Targeted
19791023MOOFS,,1979-10-23,O Fallen Technical High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19771129MOVAS,,1977-11-29,Vashon High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19771129MOHAS,,1977-11-29,Hazelwood Central Senior High School,St. Louis,MO,38.6280278,-90.1910154,High,Neither
19770228MOROS,,1977-02-28,Roosevelt High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19761210MOFRS,,1976-12-10,Fremont School,St. Louis,MO,38.6280278,-90.1910154,Elementary,Victims Targeted
19760513MOMAS,,1976-05-13,Mark Twain School,St. Louis,MO,38.6280278,-90.1910154,Elementary,Random Shooting
19750711MOCES,,1975-07-11,Central High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19750515MOROS,,1975-05-15,Rock Junior High School,St. Louis,MO,38.6280278,-90.1910154,Junior High,Victims Targeted
19750318MOSUS,,1975-03-18,Sumner High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19731031MONOS,,1973-10-31,Northwestern High School,St. Louis,MO,38.6280278,-90.1910154,High,Victims Targeted
19731023MOSUS,,1973-10-23,Sumner High School,St. Louis,MO,38.6280278,-90.1910154,High,Random Shooting
19781017MOUNU,,1978-10-17,University City High School,University City,MO,38.6569083,-90.3103443,High,Victims Targeted
19931104MSBAB,,1993-11-04,Bay Springs High School,Bay Springs,MS,31.9790425,-89.2872843,High,Victims Targeted
19910423MSHUB,,1991-04-23,Humphrey's County High School,Belzoni,MS,33.1842912,-90.4892563,High,Random Shooting
20180328MSEUE,Local,2018-03-28,Eupora High School,Eupora,MS,33.5406769,-89.2670124,High,Neither
19930928MSCOG,,1993-09-28,Coleman Junior High School,Greenville,MS,33.4000633,-91.0551312,Junior High,Victims Targeted
20210127MSHAH,Local,2021-01-27,Hattiesburg High School,Hattiesburg,MS,31.3271189,-89.2903392,High,Random Shooting
20190327MSSVH,,2019-03-27,S V Marshall Elementary,Holmes County,MS,33.1018124,-90.0656168,Elementary,Random Shooting
20160926MSTAJ,Local,2016-09-26,T A Wilson Academy (bus),Jackson,MS,32.2998686,-90.1830408,High,Victims Targeted
20020111MSRAJ,Local,2002-01-11,Raymond High School,Jackson,MS,32.2998686,-90.1830408,High,Victims Targeted
19970206MSWIJ,,1997-02-06,Wingfield High School,Jackson,MS,32.2998686,-90.1830408,High,Victims Targeted
19880711MSLAJ,,1988-07-11,Lanier High School,Jackson,MS,32.2998686,-90.1830408,High,Victims Targeted
19880602MSWIJ,,1988-06-02,Wingfield High School,Jackson,MS,32.2998686,-90.1830408,High,Victims Targeted
19821112MSWIJ,,1982-11-12,Wingfield High School,Jackson,MS,32.2998686,-90.1830408,High,Victims Targeted
20220220MSMCM,National,2022-02-20,McColm High School,McColm,MS,31.2437872,-90.4531536,High,Both
19800215MSHUM,,1980-02-15,Hughes School,McComb,MS,31.2437872,-90.4531536,Other,Victims Targeted
20030321MSNOM,,2003-03-21,Northeast High School,Meridian,MS,32.3643098,-88.703656,High,Victims Targeted
20211026MSCAN,Local,2021-10-26,Cathedral School,Natchez,MS,31.5604076,-91.403171,K-12,Neither
20210930MSNEN,Local,2021-09-30,Newton Elementary School,Newton,MS,32.3882835,-89.1317486,Elementary,Random Shooting
20220321MSLEP,Local,2022-03-21,Leap of Faith Middle School,Pascagoula,MS,30.3646795,-88.5585995,Middle,Victims Targeted
19971001MSPEP,,1997-10-01,Pearl High School,Pearl,MS,32.2735792,-90.127881,High,Both
20220414MSNEP,Local,2022-04-14,Neshoba Central High School,Philadelphia,MS,32.7703841,-89.1153488,High,Random Shooting
19990211MSJEP,,1999-02-11,Jefferson-Todd Educational Center,Purvis,MS,31.1443351,-89.406955,Other,Random Shooting
20030910MSVIV,,2003-09-10,Vicksburg High School,Vicksburg,MS,32.3528055,-90.8777342,High,Victims Targeted
20060118MTFRA,,2006-01-18,Fred Moodry Middle School,Anaconda,MT,46.1294685,-112.953131,Middle,Victims Targeted
19940412MTMAB,,1994-04-12,Margaret Leary Elementary School,Butte,MT,46.0131505,-112.536508,Elementary,Random Shooting
20201117MTGRG,Local,2020-11-17,Great Falls High School,Great Falls,MT,47.5048851,-111.29189,High,Neither
20060130MTCMG,,2006-01-30,C M Russell High School,Great Falls,MT,47.5048851,-111.29189,High,Victims Targeted
20021004MTCMG,,2002-10-04,C M Russell HIgh School,Great Falls,MT,47.5048851,-111.29189,High,Victims Targeted
19840515MTCMG,,1984-05-15,C M Russell High School,Great Falls,MT,47.5048851,-111.29189,High,Victims Targeted
19861204MTFEL,,1986-12-04,Fergus High School,Lewistown,MT,47.0639275,-109.428213,High,Victims Targeted
20180624MTSEM,Local,2018-06-24,Sentinel High School,Missoula,MT,46.8701049,-113.995267,High,Victims Targeted
20180316MTBIM,Local,2018-03-16,Big Sky High School,Missoula,MT,46.8701049,-113.995267,High,Victims Targeted
20140930NCALA,Local,2014-09-30,Albemarle High School,Albemarle,NC,35.3501426,-80.2000578,High,Victims Targeted
20081212NCGUA,,2008-12-12,Guy B. Teachey Elementary School,Asheboro,NC,35.7079146,-79.8136446,Elementary,Random Shooting
20000120NCERA,,2000-01-20,Erwin High School,Asheville,NC,35.595076,-82.5528478,High,Random Shooting
19730131NCCUB,,1973-01-31,Cumming High School,Burlington,NC,36.0956918,-79.4377991,High,Victims Targeted
20120525NCMAC,Local,2012-05-25,Mary Scroggs Elementary School,Chapel Hill,NC,35.9131542,-79.05578,Elementary,Victims Targeted
20060424NCEAC,,2006-04-24,East Chapel Hill High School,Chapel Hill,NC,35.9131542,-79.05578,High,Neither
19980330NCGRC,,1998-03-30,Grey Culbreth Middle School,Chapel Hill,NC,35.9131542,-79.05578,Middle,Victims Targeted
20220328NCOAC,Local,2022-03-28,Oakdale Elementary School,Charlotte,NC,35.2272086,-80.8430827,Elementary,Victims Targeted
20211213NCWEC,Regional,2021-12-13,West Charlotte High School,Charlotte,NC,35.2272086,-80.8430827,High,Victims Targeted
20211005NCGAC,Local,2021-10-05,Garinger High School,Charlotte,NC,35.2272086,-80.8430827,High,Victims Targeted
20210903NCJUC,Local,2021-09-03,Julius Chambers High School,Charlotte,NC,35.2272086,-80.8430827,High,Neither
20180924NCLAC,,2018-09-24,Lawrence Orr Elementary School,Charlotte,NC,35.2272086,-80.8430827,Elementary,Victims Targeted
20180830NCVIC,Local,2018-08-30,Villa Heights Elementary School,Charlotte,NC,35.2272086,-80.8430827,Elementary,Victims Targeted
20171012NCCHC,,2017-10-12,Charlotte School Bus,Charlotte,NC,35.2272086,-80.8430827,,Random Shooting
20130618NCHIC,Local,2013-06-18,Hidden Valley Elementary School,Charlotte,NC,35.2272086,-80.8430827,Elementary,Victims Targeted
20110930NCGAC,,2011-09-30,Garinger High School,Charlotte,NC,35.2272086,-80.8430827,High,Victims Targeted
20031113NCEAC,,2003-11-13,East Mecklenburg High School,Charlotte,NC,35.2272086,-80.8430827,High,Neither
19910325NCGAC,,1991-03-25,Garinger High School,Charlotte,NC,35.2272086,-80.8430827,High,Victims Targeted
19880902NCGAC,National,1988-09-02,Garinger High School,Charlotte,NC,35.2272086,-80.8430827,High,Both
20211210NCJEC,Local,2021-12-09,Jesse C. Carson High,China Grove,NC,35.569306,-80.5817318,High,Neither
20200515NCSTC,,2020-05-15,Stuart W Cramer High School,Cramerton,NC,35.2387504,-81.0750757,High,Random Shooting
20211007NCEAD,Regional,2021-10-07,Eastway Elementary School,Durham,NC,35.996653,-78.9018053,Elementary,Victims Targeted
20211001NCNOD,Local,2021-10-01,Northern High School,Durham,NC,35.996653,-78.9018053,High,Random Shooting
20190118NCSHD,,2019-01-18,Sheppard Middle School,Durham,NC,35.996653,-78.9018053,Middle,Random Shooting
19860109NCNOD,,1986-01-09,Northern High School,Durham,NC,35.996653,-78.9018053,High,Victims Targeted
20210909NCSHE,Local,2021-09-09,Sheep-Harney Elementary School,Elizabeth City,NC,36.2956836,-76.2247697,Elementary,Random Shooting
20211001NCSEF,Local,2021-10-01,Seventy-First High School,Fayetteville,NC,35.0525759,-78.878292,High,Victims Targeted
20111024NCCAF,National,2011-10-24,Cape Fear High School,Fayetteville,NC,35.0525759,-78.878292,High,Random Shooting
20090827NCWEF,,2009-08-27,Westover High School,Fayetteville,NC,35.0525759,-78.878292,High,Victims Targeted
20090306NCWEF,,2009-03-06,Westover High School,Fayetteville,NC,35.0525759,-78.878292,High,Random Shooting
20070102NCWEF,,2007-01-02,Westover High School,Fayetteville,NC,35.0525759,-78.878292,High,Victims Targeted
19860509NCPIF,,1986-05-09,Pine Forest High School,Fayetteville,NC,35.0525759,-78.878292,High,Both
20150604NCSOF,,2015-06-04,South Macon Elementary School,Franklin,NC,36.1028596,-78.2787229,Elementary,Neither
19941012NCGRG,,1994-10-12,Grimsley High School,Greensboro,NC,36.0726355,-79.7919754,High,Victims Targeted
19760920NCGUG,,1976-09-20,Guildord County School Bus,Greensboro,NC,36.0726355,-79.7919754,,Random Shooting
20140409NCDHG,Local,2014-04-09,D H Conley High School,Greenville,NC,35.613224,-77.3724593,High,Neither
20201124NCHEH,Regional,2020-11-25,Hendersonville Middle School,Hendersonville,NC,35.3187279,-82.4609528,Middle,Victims Targeted
20171211NCHIH,Regional,2017-12-11,High Point Central High School,High Point,NC,35.9556924,-80.0053176,High,Victims Targeted
20060830NCORH,,2006-08-30,Orange High School,Hillsborough,NC,36.0752088,-79.0992085,High,Random Shooting
20070418NCNOH,,2007-04-18,North Mecklenburg High School,Huntersville,NC,35.4108278,-80.8429304,High,Neither
20171014NCKEK,,2017-10-14,Kernersville Elementary School,Kernersville,NC,36.1198589,-80.0736533,Elementary,Victims Targeted
20190830NCKIK,,2019-08-30,Kinston High School,Kingston,NC,35.9587941,-78.5434024,High,Neither
20030925NCBUL,,2003-09-25,Burns Middle School,Lawndale,NC,35.4140187,-81.5631474,Middle,Victims Targeted
20201113NCLIL,International,2020-11-13,Lincoln Elementary School,Leland,NC,34.2203056,-78.0335992,Elementary,Random Shooting
20181029NCBUM,National,2018-10-29,Butler High School,Matthews,NC,35.1159532,-80.7224386,High,Victims Targeted
19960311NCNON,,1996-03-11,North Stanley High School,New Longdon,NC,36.147951,-80.770611,High,Victims Targeted
20200419NCABR,Local,2020-04-19,Abbotts Creek Elementary School,Raleigh,NC,35.7803977,-78.6390989,Elementary,Victims Targeted
20211229NCCAS,Regional,2021-12-29,Catawba College (high school tournament),Salisbury,NC,35.6709727,-80.4742261,High,Victims Targeted
20140210NCSAS,Local,2014-02-10,Salisbury High School,Salisbury,NC,35.6709727,-80.4742261,High,Both
19730105NCSOS,,1973-01-05,South Iredell High School,Statesville,NC,35.7826363,-80.8872959,High,Victims Targeted
20150922NCCES,,2015-09-22,Central Elementary School,Stateville,NC,35.7826363,-80.8872959,Elementary,Victims Targeted
20061201NCJOT,,2006-12-01,Jones Senior High School,Trenton,NC,35.0636588,-77.3534758,High,Victims Targeted
19840426NCROW,,1984-04-26,Rose Hill Magnolia Elementary School,Wallace,NC,34.735724,-77.9952628,Elementary,Victims Targeted
19911226NCWHW,,1991-12-26,Whiteville High School,Whiteville,NC,34.3387802,-78.7030721,High,Victims Targeted
20210830NCNEW,National,2021-08-30,New Hanover High School,Wilmington,NC,34.2257282,-77.9447107,High,Victims Targeted
20210917NCPAW,Local,2021-09-17,Parkland High School,Winston-Salem,NC,36.0998131,-80.2440518,High,Random Shooting
20210901NCMTW,International,2021-09-01,Mt. Tabor High School,Winston-Salem,NC,36.0998131,-80.2440518,High,Victims Targeted
20210614NCRJW,Local,2021-06-14,R.J. Reynolds High School,Winston-Salem,NC,36.0998131,-80.2440518,High,Both
20130830NCCAW,Local,2013-08-30,Carver High School,Winston-Salem,NC,36.0998131,-80.2440518,High,Victims Targeted
20090211NCSCZ,,2009-02-11,School bus,Zebulon,NC,35.8221621,-78.3132126,Other,Random Shooting
20121012NDFAF,,2012-10-12,Fairmount Public School,Fairmont,ND,46.05496,-96.60229,High,Victims Targeted
20211005NDHEH,Local,2021-10-05,Hettinger Public School,Hettinger,ND,46.4448014,-102.4167046,K-12,Victims Targeted
20150623NEFOF,,2015-06-23,Fort Calhoun Elementary School,Fort Calhoun,NE,41.4558282,-96.0264024,Elementary,Victims Targeted
20041002NEJEG,,2004-10-02,Jefferson Elementary School,Grand Island,NE,40.924271,-98.338685,Elementary,Victims Targeted
20201004NEADL,Local,2020-10-04,Adam’s Elementary School,Lincoln,NE,40.8088861,-96.7077751,Elementary,Neither
20200121NEPAL,,2020-01-21,Park Middle School,Lincoln,NE,40.8088861,-96.7077751,Middle,Neither
20210820NEMIO,Local,2021-08-20,Miller Park Elementary,Omaha,NE,41.2587459,-95.9383758,Elementary,Victims Targeted
20170524NEMCO,,2017-05-24,McMillan Middle School,Omaha,NE,41.2587459,-95.9383758,Middle,Victims Targeted
20110105NEMIO,National,2011-01-05,Millard South High School,Omaha,NE,41.2587459,-95.9383758,High,Both
20061207NENOO,,2006-12-07,Northwest High School,Omaha,NE,41.2587459,-95.9383758,High,Random Shooting
20000126NESOO,,2000-01-26,South High School,Omaha,NE,41.2587459,-95.9383758,High,Both
19950208NECHS,,1995-02-08,Chadron Middle School,Scottsbluff,NE,41.862302,-103.6627088,Middle,Victims Targeted
20220515NHBEB,Local,2022-05-15,Belmont Elementary School,Belmont,NH,43.4454035,-71.478381,Elementary,Random Shooting
20200205NHSEC,Regional,2020-02-05,Second Start Alternative High School,Concord,NH,43.207178,-71.537476,High,Victims Targeted
19851203NHCOC,,1985-12-03,Concord High School,Concord,NH,43.207178,-71.537476,High,Victims Targeted
20181023NHGOM,,2018-10-23,Gossler Park Elementary School,Manchester,NH,42.9956397,-71.4547891,Elementary,Random Shooting
20140925NHWEM,,2014-09-25,West High School,Manchester,NH,42.9956397,-71.4547891,High,Neither
20131002NHWIS,,2013-10-02,Winnisquam Regional School District,Sanbornton,NH,43.489296,-71.582794,,Random Shooting
19911015NHMOS,,1991-10-15,Monadnock Regional High School,Swanzey,NH,42.8742651,-72.2815335,High,Random Shooting
20120210NHWAW,National,2012-02-10,Walpole Elementary School,Walpole,NH,43.07943,-72.4259189,Elementary,Victims Targeted
20191022NJBRB,Local,2019-10-22,Brick Memorial High School,Brick Township,NJ,40.0707244,-74.1280562,High,Victims Targeted
20211001NJCHC,Regional,2021-10-01,Cherry Hill West High School,Cherry Hill,NJ,39.9348351,-75.0307264,High,Random Shooting
19980212NJHOH,,1998-02-12,Hoboken High School,Hoboken,NJ,40.7433066,-74.0323752,High,Victims Targeted
20191210NJSAJ,,2019-12-10,Sacred Heart School,Jersey City,NJ,40.7215682,-74.047455,K-8,Neither
20021029NJLIJ,,2002-10-29,Lincoln High School,Jersey City,NJ,40.7215682,-74.047455,High,Victims Targeted
20180809NJLAM,,2018-08-09,Lakeside Middle School,Millville,NJ,39.4020593,-75.0393368,Middle,Victims Targeted
20210830NJWEN,Local,2021-08-30,West Side High School,Newark,NJ,40.735657,-74.1723667,High,Victims Targeted
20140403NJUNN,,2014-04-03,Unknown School (bus),Newark,NJ,40.735657,-74.1723667,,Victims Targeted
20070804NJMON,,2007-08-04,Mount Vernon Elementary School,Newark,NJ,40.735657,-74.1723667,High,Victims Targeted
20050718NJWEN,,2005-07-18,Weequahic High School,Newark,NJ,40.735657,-74.1723667,High,Random Shooting
20210525NJPAP,Local,2021-05-25,Paterson School 6,Paterson,NJ,40.9167654,-74.171811,Elementary,Random Shooting
20210210NJSCP,Local,2021-02-10,School Number 15,Paterson,NJ,40.9167654,-74.171811,Elementary,Victims Targeted
19750224NJSTP,,1975-02-24,St. James School,Penns Grove,NJ,39.7295581,-75.4679734,K-8,Both
20191115NJPLP,,2019-11-15,Pleasantville High School,Pleasantville,NJ,39.3898388,-74.5240422,High,Both
19940525NJLAW,,1994-05-25,Lakeland Regional High School,Wanaque,NJ,41.0381526,-74.2940378,High,Victims Targeted
20031222NJCOW,,2003-12-22,Colonia High School,Woodbridge,NJ,40.5536918,-74.2823573,High,Victims Targeted
20220225NMWEA,National,2022-02-25,West Mesa High School,Albuquerque,NM,35.0841034,-106.650985,High,Victims Targeted
20210902NMALA,Local,2021-09-02,Albuquerque Christ Lutheran Church and School,Albuquerque,NM,35.0841034,-106.650985,K-8,Victims Targeted
20210813NMWAA,National,2021-08-13,Washington Middle School,Albuquerque,NM,35.0841034,-106.650985,Middle,Victims Targeted
20200221NMCEA,,2020-02-21,Cesar Chavez Community School,Albuquerque,NM,35.0841034,-106.650985,Other,Victims Targeted
20180425NMHIA,Local,2018-04-25,Highland High School,Albuquerque,NM,35.0841034,-106.650985,High,Victims Targeted
20000113NMALA,,2000-01-13,Albuquerque High School,Albuquerque,NM,35.0841034,-106.650985,High,Victims Targeted
19751001NMHEA,,1975-10-01,Hermosa Elementary School,Artesia,NM,32.8423345,-104.4032963,Elementary,Victims Targeted
20171207NMAZA,National,2017-12-07,Aztec High School,Aztec,NM,36.8145959,-107.969441,High,Random Shooting
19711103NMCAC,,1971-11-03,Carlsbad Mid-High School,Carlsbad,NM,32.4257456,-104.237612,12-Jun,Random Shooting
19991119NMDED,,1999-11-19,Deming Middle School,Deming,NM,32.2627416,-107.7581979,Middle,Victims Targeted
20220309NMESE,Local,2022-03-09,Espanola Valley High School,Espanola,NM,35.9910962,-106.0808358,High,Neither
20211102NMHIH,Local,2021-11-02,Highland Middle School,Hobbs,NM,32.707667,-103.1311314,Middle,Random Shooting
20211109NMMEL,Local,2021-11-09,Mesilla Valley Leadership Academy,Las Cruces,NM,32.3140354,-106.779807,,Neither
20191204NMPIL,,2019-12-04,Picacho Middle School,Las Cruces,NM,32.3140354,-106.779807,High,Neither
20190214NMV.R,,2019-02-14,V. Sue Cleveland High School,Rio Rancho,NM,35.2702448,-106.6329806,High,Victims Targeted
20140114NMBER,National,2014-01-14,Berrendo Middle School,Roswell,NM,33.3943282,-104.5229518,Middle,Random Shooting
20211004NMSAS,Local,2021-10-04,Santa Fe Indian School,Santa Fe,NM,35.6876096,-105.938456,12-Jun,Random Shooting
19810904NMHOS,,1981-09-04,Hobbs High School,Santa Fe,NM,35.6876096,-105.938456,High,Victims Targeted
20130430NMTUT,Local,2013-04-30,Tularosa Elementary School,Tularosa,NM,33.073973,-106.018602,Elementary,Victims Targeted
20040121NVFAH,Local,2004-01-21,Fay Galloway Elementary School,Henderson,NV,36.0301134,-114.9826194,Elementary,Victims Targeted
20220124NVSUL,Local,2022-01-24,Sunrise Mountain High School,Las Vegas,NV,36.1672559,-115.148516,High,Victims Targeted
20210903NVDEL,Local,2021-09-03,Desert Oasis High School,Las Vegas,NV,36.1672559,-115.148516,High,Neither
20180911NVCAL,,2018-09-11,Canyon Springs High School,Las Vegas,NV,36.1672559,-115.148516,High,Victims Targeted
